annual_rainfall,seasonal_rainfall,cloud_visibility,humidity,temperature,river_level,flood_occurred
1271.18,452.38,6.85,57.35,33.37,2.4,0
2294.84,1666.56,3.16,75.36,23.55,12.93,1
3083.99,1964.77,1.96,100.0,21.94,8.82,1
1081.34,356.05,6.02,51.54,32.2,3.07,0
1080.16,264.7,,85.0,25.35,3.92,0
1871.84,1474.01,3.97,77.78,29.76,7.7,1
2403.8,1492.75,3.11,78.19,26.34,4.32,1
1058.77,314.48,6.91,85.0,31.57,4.43,0
2175.29,1284.85,1.27,93.51,25.25,8.03,1
2731.52,1469.62,2.25,88.03,25.46,10.21,1
945.84,308.15,8.55,59.1,28.58,2.24,0
1159.28,421.16,10.75,44.67,30.31,3.67,0
2340.26,1212.03,2.0,83.85,29.81,11.52,1
2461.15,1783.91,2.34,84.41,37.44,4.09,1
1016.96,343.13,6.48,45.57,28.29,4.01,0
808.5,312.8,6.87,66.03,30.66,2.15,0
932.32,398.89,7.4,49.26,27.69,2.25,0
622.1,157.66,9.71,50.53,24.39,0.5,0
2553.43,1486.27,1.12,95.84,27.82,10.32,1
2695.95,1582.81,2.28,87.55,27.74,6.3,1
1774.15,1170.37,3.71,84.21,22.53,10.33,1
1007.61,246.61,6.83,65.0,18.74,2.07,0
537.45,128.18,7.04,59.0,21.51,4.77,0
1394.81,341.14,8.58,71.29,25.41,1.35,0
567.13,149.35,8.41,58.34,27.73,2.72,0
1105.53,420.32,9.86,67.06,32.94,2.14,0
1979.41,1024.26,3.35,66.57,24.05,7.03,1
1190.33,460.65,7.94,85.0,38.18,2.1,0
2981.34,2374.74,4.03,83.9,28.97,9.44,1
2271.14,1222.34,2.36,89.96,29.46,12.17,1
1929.54,1090.24,3.44,98.32,29.14,8.48,1
2898.4,2077.91,4.11,96.63,23.37,5.19,1
2221.41,1153.76,1.99,73.44,25.82,9.14,1
2699.34,1391.24,2.1,82.33,27.78,6.39,1
1319.75,559.82,7.06,54.45,26.58,2.4,0
864.87,302.59,8.39,56.7,31.44,3.97,0
730.74,344.49,4.54,54.58,36.3,4.13,0
689.86,165.4,8.21,61.18,37.43,3.81,0
919.49,414.33,4.47,47.11,25.83,3.58,0
938.07,276.98,7.59,42.96,29.96,4.75,0
2666.03,1450.29,3.94,84.0,29.18,6.4,1
1052.6,253.01,10.88,73.17,29.64,4.81,0
2832.1,1736.76,2.41,87.22,26.23,10.19,1
1054.46,482.78,7.56,43.85,37.46,4.82,0
1237.33,550.16,6.75,36.7,34.54,2.53,0
1399.49,625.93,9.15,54.63,38.69,2.05,0
1238.65,445.56,8.66,38.31,27.91,3.67,0
854.22,189.99,7.38,58.12,31.65,2.99,0
1001.63,265.94,7.43,44.08,32.84,5.93,0
959.25,287.46,10.13,77.0,31.21,3.49,0
1007.59,491.94,7.36,73.1,19.19,3.26,0
1262.99,309.03,7.52,64.72,28.25,5.1,0
2383.93,1438.84,3.29,86.06,37.74,8.93,1
939.43,431.3,11.19,62.3,25.24,3.37,0
2132.91,1093.7,1.4,90.09,24.53,10.52,1
1155.15,277.0,10.08,65.53,26.85,2.33,0
805.65,280.51,13.11,62.36,19.78,2.51,0
2098.39,1114.08,2.55,93.9,27.91,9.29,1
1833.75,1231.91,3.63,70.81,24.57,12.36,1
1574.16,746.43,4.29,72.7,38.91,3.71,0
1122.79,296.25,10.41,43.5,40.26,5.16,0
1828.01,542.24,9.93,50.94,26.62,3.7,0
1237.18,614.56,7.82,52.72,32.01,0.5,0
1271.18,617.98,5.91,56.33,28.25,1.75,0
1592.6,509.56,2.5,55.39,34.44,4.1,0
999.46,348.59,2.5,62.82,19.19,3.84,0
2730.67,1415.79,5.19,96.74,24.11,11.0,1
2248.01,1141.43,3.68,86.2,26.05,8.01,1
1238.96,451.29,13.52,61.14,33.09,3.38,0
1829.29,1154.34,3.76,90.6,26.16,8.76,1
1225.52,337.62,11.43,76.26,37.22,1.29,0
1059.65,271.88,7.28,49.21,26.37,2.81,0
2518.73,2012.67,3.11,83.11,30.32,8.59,1
2414.33,1233.77,3.09,88.67,31.44,10.84,1
1571.9,1099.22,2.13,88.38,30.37,4.99,1
1156.87,338.75,11.29,49.27,34.36,4.77,0
712.32,307.68,9.07,50.52,25.98,6.01,0
944.72,387.49,7.46,68.17,24.57,3.74,0
873.39,387.45,4.84,65.02,33.82,3.45,0
854.92,205.64,8.77,48.04,27.24,2.0,0
1368.51,558.1,9.51,62.63,32.55,2.19,0
1101.01,449.89,10.93,40.3,31.62,4.08,0
818.65,273.73,5.5,35.61,26.62,0.71,0
1290.42,395.98,7.04,54.41,41.99,4.4,0
1747.19,751.99,5.61,56.47,39.86,5.13,0
200.0,79.69,9.1,81.55,34.64,3.87,0
1231.02,440.39,14.8,73.58,27.04,4.27,0
2113.06,1211.79,3.06,91.0,26.51,10.26,1
275.75,89.44,15.0,74.09,32.44,1.93,0
864.2,376.14,10.77,62.09,21.02,0.5,0
506.21,224.13,11.12,59.58,28.01,3.15,0
2260.97,1486.55,0.44,74.02,29.66,6.93,1
768.92,221.34,7.56,50.6,28.67,2.18,0
2367.87,1348.74,1.54,85.11,23.14,8.05,1
1831.58,1447.89,0.2,84.83,27.9,9.81,1
947.31,375.52,9.44,56.98,25.11,3.98,0
864.53,230.42,6.55,45.02,31.97,4.16,0
1986.24,1103.35,0.54,91.81,24.34,9.69,1
2377.83,1916.41,4.19,89.01,26.16,4.78,1
683.13,242.6,7.15,42.54,24.64,3.07,0
2810.1,1644.71,0.47,83.76,23.05,10.02,1
726.6,272.71,8.0,77.23,22.75,2.86,0
1060.21,272.81,4.57,70.84,33.49,1.49,0
1178.77,409.63,5.16,58.17,26.88,1.24,0
1379.66,689.52,2.97,62.95,24.4,2.83,0
2426.2,1590.74,3.9,79.27,24.56,6.3,1
1060.56,490.73,5.92,50.62,30.56,5.98,0
1200.52,583.62,4.77,55.57,26.09,3.41,0
1898.13,1110.06,2.79,100.0,30.23,9.0,1
2571.22,1321.29,2.09,98.11,29.73,10.14,1
796.37,253.23,9.17,49.1,29.5,2.05,0
2754.71,2173.71,5.34,77.6,26.81,9.07,1
1592.3,975.26,1.13,87.85,24.62,8.76,1
1638.37,801.48,8.9,42.24,28.04,6.67,0
1440.13,607.58,11.49,56.05,41.92,3.65,0
703.99,348.54,11.38,41.15,29.28,2.8,0
2842.12,1422.38,1.84,85.19,32.82,9.79,1
1143.02,519.05,11.6,32.28,26.67,1.11,0
2089.88,1431.28,3.72,78.09,27.38,9.63,1
2375.2,1779.85,1.72,79.34,28.48,5.28,1
1080.18,352.86,4.07,64.89,28.34,4.14,0
1169.68,541.74,9.57,74.75,33.93,2.6,0
1255.8,469.27,6.88,56.2,37.17,2.76,0
2902.95,1515.58,1.27,83.37,23.71,9.26,1
1753.92,1197.31,3.23,76.35,31.25,4.0,1
953.86,378.14,7.03,40.24,32.26,3.89,0
1035.8,318.63,12.67,54.32,32.41,4.06,0
848.24,200.24,5.17,79.79,19.83,3.92,0
1155.42,440.47,7.9,60.39,32.01,5.22,0
1161.04,448.93,5.51,59.58,23.45,3.63,0
2801.16,1729.9,3.36,90.16,25.38,6.44,1
1269.17,431.0,9.15,74.02,27.21,4.58,0
1155.15,372.52,3.58,85.0,24.79,2.49,0
1101.53,375.36,10.73,63.96,27.11,3.38,0
2312.98,1406.55,4.54,88.85,25.85,9.27,1
791.19,229.22,12.09,66.31,26.48,4.05,0
1168.24,284.53,6.79,40.16,39.31,3.9,0
1278.55,603.57,4.26,62.25,32.53,3.97,0
2136.03,1239.8,0.79,84.39,22.34,7.4,1
999.65,377.85,8.09,48.01,26.26,5.17,0
745.76,292.38,7.34,44.89,25.87,5.02,0
1583.68,499.6,,67.09,25.39,4.08,0
1444.59,321.49,10.71,34.83,34.16,2.69,0
1881.86,1354.28,1.17,73.62,27.16,9.71,1
2683.56,1792.97,0.2,82.42,28.27,7.07,1
933.44,394.59,5.02,83.39,34.89,0.5,0
1200.16,388.99,8.46,50.56,40.75,3.11,0
1432.61,458.46,8.75,40.91,34.28,3.57,0
909.39,215.28,10.58,66.26,34.98,2.75,0
2691.85,2028.01,1.75,85.57,27.01,9.88,1
1237.52,294.17,9.97,60.36,33.63,2.43,0
1465.39,425.45,7.45,66.34,33.83,2.94,0
1917.18,1538.99,0.91,83.62,31.6,9.29,1
1043.8,297.79,11.35,60.96,29.09,5.27,0
1166.97,562.63,8.61,54.42,30.09,3.39,0
2041.32,626.49,7.71,65.79,25.87,1.58,0
1291.62,302.1,7.43,55.89,31.47,1.19,0
2992.53,1521.99,2.78,86.78,30.9,5.62,1
2603.86,2119.17,3.54,77.54,29.84,6.83,1
664.65,304.07,8.41,62.86,31.81,3.56,0
2302.02,1710.22,1.23,75.38,25.66,10.85,1
1273.79,447.35,10.99,54.11,34.98,2.1,0
1364.93,319.12,8.8,79.77,33.93,4.23,0
2561.52,1359.32,3.84,88.47,29.27,10.28,1
1583.67,535.22,10.97,56.99,29.0,1.31,0
2298.82,1169.51,1.04,88.54,27.47,9.34,1
1159.68,363.36,6.17,75.59,33.69,2.76,0
1201.55,387.7,11.23,48.71,28.29,4.11,0
3181.9,2299.13,2.81,81.53,27.58,11.65,1
868.14,349.55,10.13,49.53,27.2,2.62,0
,1081.21,3.8,89.99,29.79,9.78,1
685.69,276.17,7.81,49.1,29.65,2.31,0
2287.99,1164.43,4.54,92.85,21.51,7.94,1
1786.19,1432.75,2.52,85.95,22.45,5.5,1
2291.54,1540.46,1.77,91.29,24.76,7.3,1
1265.75,490.16,11.37,47.56,28.83,3.05,0
2532.5,1944.02,2.14,86.16,24.27,10.77,1
1227.77,436.94,4.17,52.3,30.25,4.31,0
1037.21,497.8,7.32,54.74,35.14,2.16,0
564.24,216.02,10.19,,28.44,5.76,0
887.13,356.87,10.78,56.93,22.56,2.52,0
1922.99,1406.1,3.14,87.61,24.55,9.18,1
1387.78,692.17,11.53,54.89,39.76,2.16,0
2663.11,2141.47,4.6,84.73,27.7,12.94,1
1532.47,488.66,2.5,38.01,20.96,4.23,0
2545.88,1460.23,3.38,82.87,18.55,10.64,1
1873.82,1168.66,0.33,83.69,37.68,8.38,1
1294.48,405.39,7.35,42.11,31.79,2.36,0
1186.62,551.69,8.79,75.48,20.87,4.11,0
1488.76,359.01,2.5,53.49,28.02,1.37,0
2280.61,1349.8,1.03,76.51,19.52,8.23,1
1160.88,405.21,9.3,38.57,26.97,3.6,0
976.76,293.14,9.82,43.65,37.68,3.04,0
2565.97,1458.12,2.31,79.58,27.72,9.21,1
1638.56,610.45,6.14,51.37,34.33,2.78,0
1250.28,416.99,2.5,29.97,30.42,3.42,0
1047.24,462.07,5.06,60.15,30.74,3.21,0
1359.73,461.89,7.05,80.78,31.13,1.99,0
2055.93,1230.26,3.85,89.04,27.8,4.04,1
868.15,263.26,12.75,60.26,29.35,3.12,0
2829.28,2268.96,0.2,70.76,31.7,8.25,1
1199.38,537.45,10.31,50.22,28.84,2.86,0
1014.54,300.09,8.87,55.62,31.73,5.38,0
1850.05,1500.46,1.74,96.11,24.11,8.55,1
2726.51,1375.03,1.78,100.0,29.56,7.84,1
967.99,300.86,8.38,77.7,42.13,2.93,0
2706.33,1500.43,3.8,,25.55,9.65,1
,338.94,8.54,79.39,23.96,4.02,0
821.15,396.2,8.31,57.95,25.79,1.89,0
723.71,317.64,9.2,59.61,23.38,4.63,0
2490.51,1753.29,2.97,88.25,24.66,11.01,1
,307.54,8.53,55.19,27.68,3.59,0
656.44,322.92,7.49,49.85,28.43,2.09,0
1748.98,609.08,5.3,71.43,24.06,4.39,0
2107.66,1593.62,4.62,90.85,27.73,7.05,1
1390.84,594.82,4.77,66.7,30.65,4.88,0
1176.81,285.78,6.53,53.57,21.82,5.11,0
2367.33,1500.8,3.9,89.45,25.27,8.25,1
1655.68,542.55,10.01,69.65,26.54,2.44,0
2368.19,1503.77,3.23,81.6,19.26,8.89,1
904.21,408.44,6.89,55.24,32.86,3.7,0
2809.39,2090.48,4.36,69.57,23.51,4.0,1
786.56,301.51,5.25,37.66,25.12,1.63,0
1338.28,456.23,10.2,58.78,35.67,4.06,0
2587.75,1647.22,1.65,78.21,33.82,10.24,1
,1225.4,5.49,80.75,28.16,8.23,1
2063.27,1509.77,2.45,82.39,28.52,10.59,1
964.5,226.49,8.03,70.62,25.65,3.92,0
943.14,342.32,5.31,34.49,35.37,0.5,0
2322.12,1893.66,2.78,83.48,28.69,7.8,1
1059.72,407.74,4.44,71.36,35.2,5.12,0
438.33,211.89,9.61,55.63,33.68,2.95,0
1249.32,520.56,2.5,60.31,30.43,2.56,0
1326.62,306.82,8.8,49.57,26.88,2.58,0
931.31,419.64,6.61,61.0,30.28,4.31,0
1275.91,450.43,4.42,48.87,28.48,5.47,0
2861.99,1982.91,3.37,91.38,34.29,12.01,1
967.02,327.96,8.37,74.5,22.71,4.01,0
1098.92,511.28,5.08,65.92,26.72,1.16,0
2181.63,1298.1,0.2,89.87,23.03,14.79,1
2165.62,1337.57,2.43,81.94,34.34,5.4,1
2482.2,1837.51,1.58,92.48,31.45,7.79,1
2093.48,1600.45,0.2,92.21,29.52,8.65,1
2727.82,1972.69,3.45,90.94,25.92,4.0,1
1237.75,525.06,5.79,61.02,28.69,3.07,0
531.92,167.99,4.79,40.2,29.05,1.57,0
2112.69,1303.89,0.78,74.06,27.64,11.11,1
2151.82,1489.47,1.0,81.87,31.23,8.35,1
1859.35,1271.47,1.64,79.5,28.54,11.92,1
1661.99,823.24,7.94,45.25,27.69,3.56,0
2342.12,1267.18,4.05,74.73,21.55,10.0,1
2014.19,1360.98,2.24,84.73,35.49,13.73,1
927.25,451.83,10.05,70.27,21.98,3.82,0
2454.96,1945.94,2.64,87.7,29.42,12.88,1
2213.71,1291.16,2.54,80.9,31.89,10.2,1
675.39,321.63,3.08,70.85,45.0,5.57,0
2506.28,1439.82,2.53,81.91,19.28,11.41,1
1144.04,330.06,8.9,55.39,35.64,1.85,0
1294.16,316.4,4.79,51.82,29.17,3.04,0
1284.73,443.83,12.41,53.86,36.36,0.5,0
,1316.48,2.63,84.68,31.22,11.96,1
1305.65,319.9,5.84,63.54,33.69,5.1,0
680.21,194.0,10.84,44.24,32.8,4.24,0
1940.18,1490.34,4.66,95.73,26.72,8.01,1
1120.94,463.91,2.5,72.86,37.55,0.62,0
1209.98,464.24,10.76,59.88,25.95,2.28,0
1328.12,361.77,7.59,63.78,33.84,5.16,0
796.15,358.1,6.53,59.32,32.39,3.06,0
1173.14,494.17,10.4,64.95,36.48,3.88,0
1961.52,1130.51,4.14,72.37,20.21,7.44,1
1624.21,900.59,2.67,87.8,26.4,9.35,1
618.07,231.57,15.0,53.53,35.16,4.07,0
2437.52,1746.73,1.61,89.56,19.25,7.07,1
2543.34,1699.84,2.01,82.78,26.22,8.37,1
1588.58,661.79,8.74,47.39,30.0,2.94,0
1364.49,330.48,5.55,31.98,32.19,2.46,0
2322.03,1247.77,2.25,86.09,31.43,11.28,1
1283.11,520.78,9.79,49.07,27.31,6.03,0
2726.84,1516.27,1.28,100.0,26.39,10.53,1
911.22,304.42,8.93,28.21,31.41,3.34,0
1122.8,350.1,2.88,49.16,32.15,6.4,0
2417.71,1899.86,2.35,85.77,21.21,7.39,1
1357.54,551.06,7.56,42.84,26.23,1.69,0
2084.35,1665.7,3.95,86.17,27.53,7.39,1
1717.25,794.7,8.58,47.8,35.22,3.96,0
1556.3,538.3,,63.28,32.93,3.3,0
624.83,149.39,7.64,76.16,26.36,4.21,0
960.97,272.37,9.08,55.6,24.45,4.18,0
2477.23,1564.17,2.21,89.05,23.53,11.94,1
1946.78,1296.56,3.76,100.0,31.53,10.13,1
1426.69,376.31,11.85,55.28,25.16,3.41,0
1624.87,678.95,6.83,22.31,21.71,4.06,0
2472.05,1717.9,4.28,100.0,25.85,11.16,1
3383.84,1797.03,4.45,97.23,20.12,8.49,1
1232.0,447.8,7.13,59.69,26.11,0.5,0
886.15,227.95,3.09,61.84,22.98,2.92,0
616.19,277.79,2.5,30.16,25.29,2.58,0
2324.57,1808.78,2.77,86.12,21.26,13.37,1
1253.93,502.82,7.23,65.79,29.37,2.14,0
957.85,273.18,10.64,64.86,25.46,3.52,0
2694.77,2159.39,2.66,81.76,29.01,9.99,1
,1143.22,1.23,81.82,26.27,9.49,1
524.1,172.45,9.35,52.98,26.62,2.02,0
,567.25,15.0,69.91,27.85,3.18,0
1226.58,422.63,8.95,42.28,27.29,4.23,0
724.28,255.04,4.72,74.66,20.78,3.37,0
1625.68,619.65,,61.84,29.49,1.49,0
2216.48,1478.16,3.02,90.07,27.69,11.85,1
2287.07,1201.22,2.75,77.41,23.85,8.01,1
1180.12,359.57,10.41,56.76,30.0,2.68,0
2129.04,1727.88,3.62,84.7,27.41,6.97,1
2220.16,1428.77,1.82,91.39,35.81,6.31,1
1037.56,466.34,5.89,58.72,30.53,6.78,0
1931.38,1095.86,3.04,80.81,36.11,6.32,1
2450.27,1908.23,3.09,74.29,22.12,10.17,1
2542.91,1612.09,1.29,87.04,20.83,8.59,1
1762.24,934.81,1.51,76.61,28.27,13.51,1
815.5,192.05,8.15,39.58,26.14,3.03,0
914.82,373.41,5.99,59.24,31.84,2.97,0
841.88,275.55,7.82,56.48,33.16,2.49,0
2546.1,1282.18,3.17,73.59,30.11,9.24,1
711.6,275.4,6.43,69.22,36.75,2.35,0
1361.34,385.93,9.68,40.43,42.2,3.89,0
2043.93,1300.01,2.38,89.71,24.96,8.9,1
1721.09,1376.21,1.65,100.0,27.62,9.06,1
2348.94,1911.49,0.2,94.28,22.46,7.3,1
572.38,215.11,8.35,54.41,30.09,1.23,0
3287.7,2215.71,2.36,87.59,26.35,9.47,1
3033.66,2035.67,4.56,82.49,24.1,11.66,1
1128.6,435.53,4.4,55.08,36.47,2.83,0
2396.09,1374.98,1.79,92.82,22.64,11.39,1
800.48,276.95,2.73,60.84,30.83,1.94,0
2244.97,1591.05,1.42,98.77,25.17,8.48,1
2608.17,1349.11,1.08,77.0,31.64,8.47,1
1005.94,275.76,3.86,47.02,26.68,3.15,0
1354.23,592.13,13.15,43.98,39.27,2.65,0
2840.52,1851.93,0.2,90.66,32.32,9.05,1
879.34,329.57,7.02,54.12,29.27,0.5,0
813.34,192.27,6.64,48.36,29.46,1.95,0
920.18,283.66,8.92,48.98,33.04,3.33,0
1244.56,507.54,15.0,76.45,30.65,0.5,0
1502.44,684.59,10.12,62.29,28.64,3.89,0
2984.13,1988.9,2.44,94.88,32.28,8.71,1
2488.64,2010.47,2.29,86.97,27.89,9.38,1
2361.08,1467.08,5.59,73.09,29.79,11.39,1
902.57,301.36,9.96,74.54,19.81,0.72,0
1026.38,505.66,11.29,64.24,26.85,4.37,0
971.23,217.28,4.19,41.13,27.38,1.22,0
1247.58,529.56,5.39,74.5,36.18,4.02,0
2421.11,1446.04,,90.15,31.22,8.63,1
1137.91,434.92,12.88,64.21,29.23,2.94,0
1080.76,366.0,10.39,52.38,24.55,2.99,0
1351.68,397.68,9.33,47.18,21.52,3.71,0
3144.33,2219.89,3.61,90.11,29.76,12.48,1
1496.39,383.21,8.42,,31.02,5.56,0
922.26,398.89,8.04,66.21,29.16,2.12,0
1995.19,1491.53,4.25,84.44,33.23,11.63,1
582.52,186.74,9.52,68.53,32.92,3.55,0
1130.56,324.38,12.31,78.04,32.15,2.02,0
2335.33,1549.02,0.84,93.17,29.21,13.13,1
2429.49,1374.72,2.24,89.48,31.59,10.15,1
2836.48,2034.1,1.38,91.44,31.01,6.56,1
2523.07,1493.93,1.08,78.55,28.27,4.45,1
2622.42,1917.61,1.48,86.48,23.6,7.93,1
1250.53,459.65,9.3,45.0,35.58,2.02,0
1279.64,419.66,8.21,72.16,28.42,2.61,0
1027.63,420.47,10.75,56.31,28.06,2.39,0
448.2,111.93,10.0,49.46,32.01,4.07,0
1662.11,1128.41,0.77,80.94,22.87,7.79,1
2366.03,1616.41,4.52,91.42,29.61,11.76,1
1094.22,315.93,11.07,54.85,32.83,2.58,0
1344.06,580.68,8.41,82.64,32.96,4.24,0
1442.04,679.65,6.99,45.69,33.13,2.06,0
2117.25,1108.75,3.65,88.82,27.22,8.79,1
2666.7,1686.71,3.21,80.14,27.99,10.55,1
1421.75,454.03,6.95,60.65,34.73,2.83,0
2702.55,1438.16,3.59,94.51,27.33,7.65,1
492.46,199.27,7.53,53.01,20.72,4.93,0
2703.98,2141.3,0.85,83.24,31.66,6.85,1
3679.82,2357.24,4.5,81.27,26.81,9.3,1
1250.33,322.57,8.41,82.23,31.64,4.24,0
1029.62,335.79,6.13,43.64,22.45,3.04,0
2191.74,1435.7,0.2,81.52,27.83,5.55,1
3007.77,1940.71,2.14,89.15,26.22,9.36,1
1126.87,269.14,6.82,71.85,32.18,5.15,0
,509.09,6.74,63.63,28.95,3.44,0
2188.5,1109.17,2.95,78.14,27.56,11.02,1
2234.56,1646.15,2.39,89.83,28.89,9.55,1
2342.36,1338.33,5.77,86.63,23.16,8.88,1
779.74,219.05,7.42,59.44,25.4,2.6,0
2144.63,1134.99,2.16,99.43,33.31,9.0,1
,1522.64,1.09,71.21,25.52,8.81,1
2111.76,1551.63,2.57,87.14,24.66,7.67,1
1316.47,424.01,7.1,50.27,32.4,2.14,0
1176.33,458.09,,51.4,34.21,5.61,0
2516.17,1660.68,0.86,94.09,22.07,8.51,1
686.11,171.59,5.46,49.25,31.81,4.19,0
2205.31,1377.96,1.18,86.71,28.51,7.9,1
2623.6,1386.94,1.58,86.46,22.96,11.49,1
2156.84,1514.08,4.2,94.93,31.96,10.36,1
1384.26,395.63,9.03,31.98,26.38,5.01,0
601.54,240.8,,84.59,28.76,3.96,0
540.04,187.28,6.17,40.31,34.09,3.05,0
740.64,346.11,10.99,49.56,36.19,3.83,0
2498.46,1334.47,0.91,88.93,18.93,6.38,1
1703.68,415.25,10.91,54.13,33.35,3.36,0
1025.89,470.8,11.41,29.17,36.75,4.35,0
2419.3,1459.09,3.04,74.6,21.45,6.93,1
630.56,161.12,7.54,43.27,27.07,3.42,0
2067.26,1684.81,5.94,76.37,27.16,10.33,1
2561.21,1749.3,4.38,86.62,30.68,7.77,1
1049.86,434.31,7.29,56.5,18.72,2.22,0
2148.35,1692.92,0.2,87.64,24.91,6.75,1
967.09,408.12,12.1,50.27,32.98,1.56,0
2036.7,1151.57,2.85,92.25,22.54,5.38,1
1287.65,636.89,6.26,69.56,26.41,4.64,0
2380.56,1497.3,1.2,88.93,23.31,6.7,1
791.7,337.16,10.89,49.05,36.28,2.07,0
851.83,207.69,6.49,62.16,23.5,0.86,0
1327.1,383.31,11.42,66.67,25.87,3.33,0
2452.4,1747.05,1.8,86.56,22.38,11.67,1
670.77,223.35,,69.33,33.35,1.35,0
2389.45,1342.97,2.19,86.24,33.82,8.08,1
1535.98,421.75,6.88,43.39,30.51,4.5,0
1474.32,457.3,3.52,53.6,24.29,2.41,0
1204.9,443.27,7.49,51.42,25.69,2.84,0
1230.97,518.29,8.24,63.09,26.91,2.54,0
1312.51,517.09,4.4,69.01,29.61,4.61,0
726.28,249.69,10.62,85.0,19.93,4.91,0
2628.51,1639.86,3.98,87.46,38.23,7.42,1
962.81,398.75,13.25,56.03,31.27,3.95,0
2971.25,2021.5,3.78,78.31,29.87,11.46,1
958.69,238.68,6.07,76.39,35.63,4.34,0
1313.48,489.16,8.77,,36.51,4.5,0
434.21,99.09,7.4,48.53,25.6,2.43,0
907.55,364.39,10.43,58.49,20.57,2.14,0
2047.5,1281.64,2.22,83.43,28.64,5.8,1
1697.75,472.15,5.77,74.51,29.85,2.83,0
1058.79,358.24,9.35,64.59,34.54,4.54,0
2400.49,1531.89,2.33,84.56,25.39,9.77,1
1534.09,444.26,7.61,74.35,20.06,3.36,0
703.93,276.9,9.43,51.53,30.48,3.92,0
2544.45,1693.65,1.46,92.38,22.79,6.85,1
1327.04,516.3,6.94,63.03,25.95,6.35,0
1723.02,805.4,6.85,50.81,24.03,0.61,0
1296.31,528.53,9.12,68.63,26.68,4.57,0
1663.04,432.25,6.52,77.41,16.46,4.04,0
2138.26,1427.84,1.44,87.87,28.32,8.74,1
905.22,323.29,6.03,39.45,19.74,3.24,0
1227.64,370.23,8.19,55.9,34.25,4.16,0
2270.37,1767.68,2.82,96.1,22.92,12.32,1
,1399.57,0.25,90.11,29.05,6.15,1
781.31,239.1,7.68,64.96,27.62,2.35,0
999.26,282.7,7.46,55.98,30.08,2.23,0
2603.65,2024.67,3.18,72.78,22.8,7.37,1
2331.53,1684.56,1.56,90.51,29.35,10.16,1
2031.87,1169.53,2.78,100.0,30.42,10.86,1
1380.3,354.41,11.57,66.81,34.35,3.91,0
1280.36,638.62,11.76,60.57,36.72,0.96,0
1135.87,296.95,5.98,58.03,34.07,4.98,0
1523.14,402.01,7.12,55.68,35.54,4.03,0
745.02,238.72,7.29,42.94,36.61,4.07,0
1184.3,503.99,7.67,65.32,31.33,0.5,0
1172.59,340.99,14.43,40.26,29.96,2.45,0
1249.01,462.68,6.95,54.47,35.38,5.09,0
1456.3,590.46,5.12,63.64,27.81,1.23,0
3148.09,2017.26,1.25,95.15,26.69,10.4,1
904.0,249.89,12.42,65.56,43.01,3.36,0
1498.77,1085.52,1.65,75.78,33.17,6.42,1
1077.82,347.66,7.42,72.21,26.06,3.79,0
1759.17,1136.32,0.5,,26.92,6.34,1
521.7,174.13,8.35,52.92,26.96,3.73,0
2499.16,1575.9,2.19,79.91,26.76,4.0,1
1896.22,1460.27,1.03,75.29,28.25,10.96,1
2680.29,2058.8,4.01,87.37,30.03,8.65,1
2092.71,1230.89,3.16,87.06,23.58,5.93,1
2433.44,1474.67,4.15,88.76,26.95,8.47,1
2194.03,1435.64,3.03,92.74,28.96,9.33,1
2006.92,1332.42,1.86,96.69,27.2,8.54,1
1107.83,495.56,5.85,63.83,40.09,2.87,0
962.33,223.33,11.34,81.47,30.52,3.81,0
813.82,376.51,6.73,49.35,30.28,2.92,0
840.15,321.45,7.06,63.23,30.19,3.46,0
1304.06,464.53,3.98,70.1,32.21,5.07,0
2587.54,1582.67,3.35,76.75,34.42,6.85,1
1098.32,398.39,7.42,73.75,26.65,3.67,0
1017.8,320.24,13.19,81.1,27.79,5.29,0
1277.93,455.82,14.61,38.73,29.94,5.69,0
333.82,131.72,10.68,44.39,28.66,5.27,0
2166.84,1611.96,1.81,90.4,22.8,10.54,1
850.45,191.41,8.38,53.59,24.79,2.61,0
1509.24,532.1,11.68,76.08,29.58,0.5,0
1082.14,314.74,7.76,60.75,20.88,6.12,0
2148.3,1398.25,1.8,80.69,22.24,5.61,1
1174.47,274.4,4.26,65.28,24.0,2.99,0
1049.86,271.65,11.54,32.97,20.26,2.26,0
892.27,286.81,3.8,47.27,30.08,2.85,0
610.86,229.81,5.87,40.99,28.85,3.53,0
2121.08,1328.23,1.72,90.97,22.47,7.23,1
1088.13,362.88,8.36,50.96,27.92,2.11,0
1893.99,1308.65,2.21,83.83,19.91,8.21,1
1697.63,1266.1,3.75,80.15,31.65,7.78,1
1361.02,362.77,10.59,61.53,28.9,3.22,0
1147.96,261.1,4.82,58.13,30.71,5.36,0
2605.96,1807.08,4.79,75.54,27.11,7.3,1
2737.44,1978.16,1.04,89.15,33.69,6.84,1
879.75,381.23,5.68,27.55,36.58,3.27,0
922.53,351.97,8.12,78.41,30.04,2.32,0
1414.7,313.8,7.32,53.23,30.81,4.05,0
1119.28,477.52,6.62,76.91,32.82,1.46,0
559.68,152.64,7.79,59.79,25.85,5.18,0
1054.98,466.62,11.17,56.43,29.97,3.56,0
1838.29,1424.98,4.72,92.8,24.41,10.51,1
1108.45,481.79,8.6,60.43,29.43,2.57,0
1717.32,1203.67,1.88,80.49,28.05,8.09,1
2617.75,1760.0,2.82,88.93,30.47,9.49,1
